location,time,ShakeIntensity,SewerAndWater,Power,RoadsAndBridges,Medical,Buildings
16,2020-04-08T08:55:00Z,3,121,117,125,119,92
16,2020-04-08T09:00:00Z,4,106,107,102,104,80
16,2020-04-08T09:05:00Z,3,92,102,96,90,70
16,2020-04-08T09:10:00Z,3,130,128,131,133,97
16,2020-04-08T09:15:00Z,3,97,101,103,95,76
16,2020-04-08T09:20:00Z,3,88,97,93,90,59
16,2020-04-08T09:25:00Z,4,103,107,90,106,72
16,2020-04-08T09:30:00Z,4,89,84,84,82,48
16,2020-04-08T09:35:00Z,3,66,79,69,72,50
16,2020-04-08T09:40:00Z,3,94,99,92,91,66
16,2020-04-08T09:45:00Z,3,106,107,113,106,80
16,2020-04-08T09:50:00Z,4,121,116,122,122,95
16,2020-04-08T09:55:00Z,4,87,87,87,93,66
16,2020-04-08T10:00:00Z,3,67,65,64,64,45
16,2020-04-08T10:05:00Z,3,69,68,67,70,51
16,2020-04-08T10:10:00Z,2,74,76,73,72,49
16,2020-04-08T10:15:00Z,3,46,46,53,44,31
16,2020-04-08T10:20:00Z,3,113,129,118,112,92
16,2020-04-08T10:25:00Z,3,75,70,78,79,52
16,2020-04-08T10:30:00Z,3,38,35,34,33,22
16,2020-04-08T10:35:00Z,2,54,52,55,52,42
16,2020-04-08T10:40:00Z,2,64,64,65,62,53
16,2020-04-08T10:45:00Z,4,63,65,62,64,43
16,2020-04-08T10:50:00Z,3,60,63,60,63,48
16,2020-04-08T10:55:00Z,3,68,64,67,66,46
16,2020-04-08T11:00:00Z,2,44,46,51,49,35
16,2020-04-08T11:05:00Z,1,55,55,70,65,49
16,2020-04-08T11:10:00Z,3,67,72,70,76,64
16,2020-04-08T11:15:00Z,2,35,31,35,33,23
16,2020-04-08T11:20:00Z,1,28,30,28,29,18
16,2020-04-08T11:25:00Z,3,53,55,61,56,33
16,2020-04-08T11:30:00Z,1,30,30,22,27,17
16,2020-04-08T11:35:00Z,2,32,33,31,31,27
16,2020-04-08T11:40:00Z,3,35,35,40,36,25
16,2020-04-08T11:45:00Z,2,45,45,43,46,40
16,2020-04-08T11:50:00Z,2,45,49,41,43,32
16,2020-04-08T11:55:00Z,1,24,24,20,23,16
16,2020-04-08T12:00:00Z,2,31,30,29,30,22
16,2020-04-08T12:05:00Z,1,32,31,23,33,32
16,2020-04-08T12:10:00Z,2,16,12,15,15,11
16,2020-04-08T12:15:00Z,0,32,30,32,32,26
16,2020-04-08T12:20:00Z,3,18,20,20,22,13
16,2020-04-08T12:25:00Z,2,35,33,34,28,19
16,2020-04-08T12:30:00Z,1,22,22,23,24,16
16,2020-04-08T12:35:00Z,1,35,35,37,38,28
16,2020-04-08T12:40:00Z,1,12,22,22,23,18
16,2020-04-08T12:45:00Z,2,48,52,56,50,49
16,2020-04-08T12:50:00Z,1,17,17,16,15,8
16,2020-04-08T12:55:00Z,2,32,26,34,29,22
16,2020-04-08T13:00:00Z,0,9,8,7,7,4
16,2020-04-08T13:05:00Z,2,22,27,23,19,15
16,2020-04-08T13:10:00Z,2,18,14,14,14,10
16,2020-04-08T13:15:00Z,1,28,25,22,27,23
16,2020-04-08T13:20:00Z,1,10,15,9,14,11
16,2020-04-08T13:25:00Z,0,25,30,27,23,21
16,2020-04-08T13:30:00Z,0,14,18,13,10,14
16,2020-04-08T13:35:00Z,1,12,12,12,11,8
16,2020-04-08T13:40:00Z,0,2,1,2,2,1
16,2020-04-08T13:45:00Z,0,12,8,11,10,9
16,2020-04-08T13:50:00Z,0,4,15,14,6,12
16,2020-04-08T14:00:00Z,0,17,17,11,11,14
16,2020-04-08T14:05:00Z,2,16,19,16,18,13
16,2020-04-08T14:10:00Z,0,15,13,16,14,9
16,2020-04-08T14:15:00Z,0,10,17,10,18,5
16,2020-04-08T14:20:00Z,0,6,5,6,6,4
16,2020-04-08T14:30:00Z,0,18,12,14,20,18
16,2020-04-08T14:35:00Z,0,8,7,11,12,15
16,2020-04-08T14:40:00Z,0,19,16,24,23,12
16,2020-04-08T14:45:00Z,0,19,20,23,23,18
16,2020-04-08T14:50:00Z,0,4,6,3,2,2
16,2020-04-08T14:55:00Z,0,4,5,4,6,5
16,2020-04-08T15:00:00Z,0,4,4,4,5,3
16,2020-04-08T15:05:00Z,0,6,4,5,5,6
16,2020-04-08T15:15:00Z,2,16,15,13,12,10
16,2020-04-08T15:20:00Z,0,12,9,13,13,14
16,2020-04-08T15:25:00Z,2,6,8,7,5,4
16,2020-04-08T15:30:00Z,0,4,6,6,6,4
16,2020-04-08T15:35:00Z,0,15,10,6,13,15
16,2020-04-08T15:45:00Z,0,7,6,4,7,9
16,2020-04-08T15:50:00Z,2,14,12,4,6,10
16,2020-04-08T15:55:00Z,0,10,10,11,12,9
16,2020-04-08T16:00:00Z,0,12,17,13,12,12
16,2020-04-08T16:10:00Z,0,10,7,1,7,0
16,2020-04-08T16:15:00Z,2,2,2,1,2,1
16,2020-04-08T16:30:00Z,1,7,7,7,7,5
16,2020-04-08T16:35:00Z,0,5,5,3,5,3
16,2020-04-08T16:45:00Z,0,11,10,12,9,8
16,2020-04-08T16:50:00Z,0,20,11,23,16,13
16,2020-04-08T16:55:00Z,1,20,14,20,29,27
16,2020-04-08T17:10:00Z,0,17,13,8,13,16
16,2020-04-08T17:35:00Z,1,9,10,8,5,6
16,2020-04-08T17:40:00Z,0,4,7,5,5,4
16,2020-04-08T18:35:00Z,0,1,5,5,10,10
16,2020-04-08T18:45:00Z,0,6,9,9,5,7
16,2020-04-08T18:50:00Z,0,4,14,10,13,8
16,2020-04-08T19:15:00Z,0,10,10,8,4,10
16,2020-04-08T19:50:00Z,0,5,6,3,4,10
16,2020-04-08T20:00:00Z,0,4,5,6,5,3
16,2020-04-08T20:10:00Z,0,0,10,0,3,2
16,2020-04-08T20:20:00Z,1,3,10,6,2,9
16,2020-04-08T20:25:00Z,0,0,2,8,10,5
16,2020-04-08T20:40:00Z,0,14,17,11,15,19
16,2020-04-08T22:05:00Z,0,11,9,20,9,8
16,2020-04-08T22:20:00Z,0,1,2,4,10,2
16,2020-04-08T22:40:00Z,0,8,7,6,10,9
16,2020-04-08T23:00:00Z,0,16,18,16,15,16
16,2020-04-08T23:20:00Z,0,0,3,8,1,3
16,2020-04-08T23:45:00Z,0,3,4,5,3,10
16,2020-04-08T23:50:00Z,0,2,2,8,3,5
17,2020-04-08T01:00:00Z,0,10,2,10,0,9
17,2020-04-08T01:05:00Z,1,3,4,10,0,4
17,2020-04-08T01:10:00Z,0,4,0,9,0,3
17,2020-04-08T01:15:00Z,0,8,6,0,0,9
17,2020-04-08T01:20:00Z,0,5,6,10,0,10
17,2020-04-08T01:40:00Z,0,3,10,1,0,5
17,2020-04-08T01:50:00Z,0,10,0,0,0,4
17,2020-04-08T02:45:00Z,0,0,8,7,0,0
17,2020-04-08T03:55:00Z,0,2,3,10,0,6
17,2020-04-08T04:30:00Z,0,7,10,4,0,0
17,2020-04-08T05:20:00Z,0,0,8,2,0,1
17,2020-04-08T05:40:00Z,0,0,1,4,0,10
17,2020-04-08T06:15:00Z,0,4,10,0,0,5
17,2020-04-08T06:40:00Z,0,7,3,4,0,8
17,2020-04-08T06:45:00Z,0,8,9,4,0,4
17,2020-04-08T06:55:00Z,1,2,6,6,0,10
17,2020-04-08T07:25:00Z,0,7,3,2,0,10
17,2020-04-08T07:50:00Z,0,0,6,4,0,8
17,2020-04-08T08:00:00Z,0,3,7,4,0,4
17,2020-04-08T08:35:00Z,3,10,58,48,0,25
17,2020-04-08T08:40:00Z,3,13,120,100,0,54
17,2020-04-08T08:45:00Z,4,24,179,152,0,85
17,2020-04-08T08:50:00Z,4,31,276,241,10,115
17,2020-04-08T08:55:00Z,3,43,287,254,9,129
17,2020-04-08T09:00:00Z,3,30,211,172,0,84
17,2020-04-08T09:05:00Z,4,47,294,252,9,121
17,2020-04-08T09:10:00Z,4,33,239,205,0,104
17,2020-04-08T09:15:00Z,3,55,296,246,11,131
17,2020-04-08T09:20:00Z,3,49,272,230,0,114
17,2020-04-08T09:25:00Z,3,38,266,234,0,114
17,2020-04-08T09:30:00Z,4,40,260,215,0,103
17,2020-04-08T09:35:00Z,3,24,177,157,0,70
17,2020-04-08T09:40:00Z,4,26,196,166,7,84
17,2020-04-08T09:45:00Z,3,38,264,220,0,105
17,2020-04-08T09:50:00Z,4,20,162,130,7,75
17,2020-04-08T09:55:00Z,4,35,246,215,0,110
17,2020-04-08T10:00:00Z,4,28,147,129,0,65
17,2020-04-08T10:05:00Z,3,21,152,132,0,69
17,2020-04-08T10:10:00Z,3,27,168,145,0,68
17,2020-04-08T10:15:00Z,4,20,164,140,0,69
17,2020-04-08T10:20:00Z,3,28,186,151,0,85
17,2020-04-08T10:25:00Z,3,30,200,166,7,88
17,2020-04-08T10:30:00Z,3,30,211,174,0,84
17,2020-04-08T10:35:00Z,3,24,213,172,0,91
17,2020-04-08T10:40:00Z,3,24,193,166,0,79
17,2020-04-08T10:45:00Z,3,24,160,133,3,70
17,2020-04-08T10:50:00Z,3,20,134,109,5,49
17,2020-04-08T10:55:00Z,4,30,188,162,7,87
17,2020-04-08T11:00:00Z,3,18,116,95,3,51
17,2020-04-08T11:05:00Z,3,18,138,119,0,65
17,2020-04-08T11:10:00Z,3,17,89,78,0,39
17,2020-04-08T11:15:00Z,3,7,71,64,8,28
17,2020-04-08T11:20:00Z,3,21,98,78,0,47
17,2020-04-08T11:25:00Z,3,13,85,75,0,36
17,2020-04-08T11:30:00Z,4,12,97,81,0,45
17,2020-04-08T11:35:00Z,4,12,80,62,0,32
17,2020-04-08T11:40:00Z,3,9,53,47,0,26
17,2020-04-08T11:45:00Z,3,3,28,25,0,12
17,2020-04-08T11:50:00Z,3,13,130,112,8,53
17,2020-04-08T11:55:00Z,3,7,48,44,0,21
17,2020-04-08T12:00:00Z,3,6,68,62,0,27
17,2020-04-08T12:05:00Z,3,7,66,56,0,29
17,2020-04-08T12:10:00Z,2,13,86,70,0,32
17,2020-04-08T12:15:00Z,3,6,65,61,0,28
17,2020-04-08T12:20:00Z,3,6,50,44,0,20
17,2020-04-08T12:25:00Z,4,10,64,48,0,25
17,2020-04-08T12:30:00Z,3,1,42,35,0,18
17,2020-04-08T12:35:00Z,3,10,58,48,0,22
17,2020-04-08T12:40:00Z,3,14,73,67,0,32
17,2020-04-08T12:45:00Z,4,16,75,67,0,42
17,2020-04-08T12:50:00Z,3,4,29,24,0,15
17,2020-04-08T12:55:00Z,3,3,33,30,0,15
17,2020-04-08T13:00:00Z,3,16,75,66,0,36
17,2020-04-08T13:05:00Z,3,5,54,48,0,23
17,2020-04-08T13:10:00Z,3,9,55,51,0,24
17,2020-04-08T13:15:00Z,2,0,13,13,0,9
17,2020-04-08T13:20:00Z,2,5,19,19,0,10
17,2020-04-08T13:25:00Z,2,4,26,22,0,11
17,2020-04-08T13:30:00Z,2,6,36,29,0,16
17,2020-04-08T13:35:00Z,3,2,15,12,0,7
17,2020-04-08T13:40:00Z,2,7,36,29,0,17
17,2020-04-08T13:45:00Z,-0,4,12,12,0,6
17,2020-04-08T13:50:00Z,2,12,30,22,8,10
17,2020-04-08T13:55:00Z,3,5,27,26,0,14
17,2020-04-08T14:00:00Z,0,4,8,6,0,2
17,2020-04-08T14:05:00Z,0,3,14,12,0,5
17,2020-04-08T14:15:00Z,2,3,12,13,0,8
17,2020-04-08T14:20:00Z,2,1,7,6,0,5
17,2020-04-08T14:30:00Z,3,1,20,16,0,9
17,2020-04-08T14:35:00Z,2,3,14,12,0,6
17,2020-04-08T14:40:00Z,1,3,14,11,0,6
17,2020-04-08T14:45:00Z,3,4,20,18,0,8
17,2020-04-08T14:50:00Z,2,2,5,6,0,3
17,2020-04-08T14:55:00Z,2,4,14,9,0,12
17,2020-04-08T15:00:00Z,3,11,11,16,0,4
17,2020-04-08T15:05:00Z,2,1,7,7,0,2
17,2020-04-08T15:10:00Z,1,1,7,6,0,3
17,2020-04-08T15:15:00Z,3,4,20,21,0,18
17,2020-04-08T15:25:00Z,2,22,26,30,4,21
17,2020-04-08T15:35:00Z,1,0,7,6,0,2
17,2020-04-08T15:40:00Z,2,2,7,7,0,3
17,2020-04-08T15:50:00Z,0,5,7,6,0,0
17,2020-04-08T16:15:00Z,2,3,12,11,0,6
17,2020-04-08T16:25:00Z,-0,1,6,5,0,4
17,2020-04-08T16:45:00Z,0,2,9,10,0,1
17,2020-04-08T17:10:00Z,1,1,7,6,0,3
17,2020-04-08T17:20:00Z,2,1,8,7,0,4
17,2020-04-08T17:55:00Z,2,1,8,6,0,3
17,2020-04-08T18:05:00Z,2,1,8,6,0,4
17,2020-04-08T18:15:00Z,1,2,7,7,0,3
17,2020-04-08T18:45:00Z,1,1,7,7,0,2
17,2020-04-08T20:10:00Z,0,7,0,0,0,7
17,2020-04-08T20:50:00Z,0,10,10,9,0,10
17,2020-04-08T23:15:00Z,0,9,6,5,0,6
18,2020-04-08T00:05:00Z,0,8,0,10,0,1
18,2020-04-08T00:15:00Z,0,7,1,8,0,1
18,2020-04-08T00:30:00Z,0,8,7,3,0,1
18,2020-04-08T00:40:00Z,0,4,1,1,0,10
18,2020-04-08T00:50:00Z,0,3,2,5,0,9
18,2020-04-08T01:05:00Z,0,10,10,10,0,10
18,2020-04-08T01:10:00Z,1,1,4,7,8,8
18,2020-04-08T01:30:00Z,0,3,10,5,0,7
18,2020-04-08T02:05:00Z,0,7,13,13,0,14
18,2020-04-08T02:40:00Z,0,7,8,15,0,10
18,2020-04-08T03:00:00Z,0,14,5,15,0,15
18,2020-04-08T03:40:00Z,0,10,0,1,3,0
18,2020-04-08T03:45:00Z,0,0,10,10,0,5
18,2020-04-08T04:30:00Z,0,10,5,4,0,8
18,2020-04-08T05:00:00Z,0,4,10,11,0,3
18,2020-04-08T05:30:00Z,0,10,1,6,0,10
18,2020-04-08T06:20:00Z,0,7,1,10,0,7
18,2020-04-08T06:40:00Z,0,5,5,6,0,7
18,2020-04-08T07:15:00Z,0,10,5,0,0,10
18,2020-04-08T07:30:00Z,0,10,9,6,0,8
18,2020-04-08T07:35:00Z,0,4,8,9,0,5
18,2020-04-08T07:45:00Z,1,1,10,10,0,7
18,2020-04-08T07:55:00Z,0,13,10,10,0,5
18,2020-04-08T08:25:00Z,0,3,1,9,0,1
18,2020-04-08T08:35:00Z,6,193,476,269,10,327
18,2020-04-08T08:40:00Z,6,403,954,542,10,692
18,2020-04-08T08:45:00Z,6,446,1013,579,10,731
18,2020-04-08T08:50:00Z,6,428,1025,569,4,723
18,2020-04-08T08:55:00Z,6,355,858,486,18,606
18,2020-04-08T09:00:00Z,6,349,847,494,8,609
18,2020-04-08T09:05:00Z,6,375,884,512,0,628
18,2020-04-08T09:10:00Z,6,388,898,516,14,656
18,2020-04-08T09:15:00Z,6,340,780,425,1,552
18,2020-04-08T09:20:00Z,6,337,766,428,2,529
18,2020-04-08T09:25:00Z,6,266,636,359,17,437
18,2020-04-08T09:30:00Z,6,278,666,387,6,472
18,2020-04-08T09:35:00Z,6,317,728,409,4,526
18,2020-04-08T09:40:00Z,6,287,642,363,2,456
18,2020-04-08T09:45:00Z,6,277,632,355,0,445
18,2020-04-08T09:50:00Z,6,255,593,340,0,434
18,2020-04-08T09:55:00Z,7,252,558,319,7,389
18,2020-04-08T10:00:00Z,6,207,466,257,4,319
18,2020-04-08T10:05:00Z,5,250,586,339,4,420
18,2020-04-08T10:10:00Z,6,219,502,283,9,347
18,2020-04-08T10:15:00Z,5,176,425,235,8,293
18,2020-04-08T10:20:00Z,5,229,525,302,20,379
18,2020-04-08T10:25:00Z,5,192,429,233,0,299
18,2020-04-08T10:30:00Z,6,195,473,265,1,326
18,2020-04-08T10:35:00Z,6,154,359,205,0,263
18,2020-04-08T10:40:00Z,6,151,346,199,0,253
18,2020-04-08T10:45:00Z,6,149,352,201,0,240
18,2020-04-08T10:50:00Z,6,144,332,183,7,229
18,2020-04-08T10:55:00Z,6,146,355,198,4,257
18,2020-04-08T11:00:00Z,6,130,305,173,0,205
18,2020-04-08T11:05:00Z,6,122,290,171,0,209
18,2020-04-08T11:10:00Z,5,148,361,197,0,252
18,2020-04-08T11:15:00Z,6,110,261,150,0,178
18,2020-04-08T11:20:00Z,6,97,219,130,0,159
18,2020-04-08T11:25:00Z,6,147,332,199,0,237
18,2020-04-08T11:30:00Z,5,81,199,116,0,139
18,2020-04-08T11:35:00Z,6,94,219,123,0,153
18,2020-04-08T11:40:00Z,6,93,200,120,0,148
18,2020-04-08T11:45:00Z,6,82,178,103,8,126
18,2020-04-08T11:50:00Z,6,82,185,111,0,135
18,2020-04-08T11:55:00Z,5,109,251,141,5,175
18,2020-04-08T12:00:00Z,5,91,199,112,0,141
18,2020-04-08T12:05:00Z,5,52,114,72,0,88
18,2020-04-08T12:10:00Z,5,57,138,88,0,103
18,2020-04-08T12:15:00Z,6,72,151,89,0,114
18,2020-04-08T12:20:00Z,5,54,125,76,0,84
18,2020-04-08T12:25:00Z,5,48,111,65,0,77
18,2020-04-08T12:30:00Z,5,45,117,64,0,91
18,2020-04-08T12:35:00Z,5,36,91,51,1,64
18,2020-04-08T12:40:00Z,5,24,58,31,1,38
18,2020-04-08T12:45:00Z,6,47,111,61,8,75
18,2020-04-08T12:50:00Z,6,29,67,44,0,48
18,2020-04-08T12:55:00Z,5,42,116,61,0,83
18,2020-04-08T13:00:00Z,6,37,78,54,0,63
18,2020-04-08T13:05:00Z,6,40,87,44,4,66
18,2020-04-08T13:10:00Z,5,34,86,47,4,62
18,2020-04-08T13:15:00Z,5,39,89,53,0,56
18,2020-04-08T13:20:00Z,5,20,43,22,0,31
18,2020-04-08T13:25:00Z,5,13,27,16,0,22
18,2020-04-08T13:30:00Z,5,27,62,32,0,47
18,2020-04-08T13:35:00Z,4,32,64,38,0,46
18,2020-04-08T13:40:00Z,5,32,82,40,7,55
18,2020-04-08T13:45:00Z,5,13,30,15,0,22
18,2020-04-08T13:50:00Z,5,21,45,31,0,33
18,2020-04-08T13:55:00Z,5,24,59,33,0,42
18,2020-04-08T14:00:00Z,3,9,19,12,0,15
18,2020-04-08T14:05:00Z,5,31,57,40,0,37
18,2020-04-08T14:10:00Z,5,10,20,11,0,13
18,2020-04-08T14:15:00Z,4,10,29,17,0,18
18,2020-04-08T14:20:00Z,4,10,21,12,0,15
18,2020-04-08T14:25:00Z,5,34,50,35,0,40
18,2020-04-08T14:30:00Z,5,15,34,22,0,25
18,2020-04-08T14:35:00Z,5,20,42,24,0,32
18,2020-04-08T14:40:00Z,4,10,20,11,0,15
18,2020-04-08T14:45:00Z,5,5,14,8,0,9
18,2020-04-08T14:50:00Z,4,8,21,12,0,14
18,2020-04-08T14:55:00Z,0,13,14,12,0,7
18,2020-04-08T15:00:00Z,5,22,48,31,8,42
18,2020-04-08T15:05:00Z,4,3,6,5,0,4
18,2020-04-08T15:10:00Z,4,16,36,19,0,25
18,2020-04-08T15:15:00Z,4,14,28,16,0,21
18,2020-04-08T15:20:00Z,4,13,27,15,0,20
18,2020-04-08T15:25:00Z,3,6,15,7,0,8
18,2020-04-08T15:30:00Z,4,11,32,18,0,15
18,2020-04-08T15:50:00Z,5,4,17,14,0,8
18,2020-04-08T15:55:00Z,5,10,17,8,0,15
18,2020-04-08T16:05:00Z,4,12,30,15,0,23
18,2020-04-08T16:10:00Z,5,3,8,6,0,4
18,2020-04-08T16:15:00Z,5,6,13,7,0,9
18,2020-04-08T16:30:00Z,3,4,7,5,0,5
18,2020-04-08T16:40:00Z,0,7,15,10,0,15
18,2020-04-08T16:45:00Z,4,2,7,6,0,6
18,2020-04-08T16:50:00Z,4,3,7,4,0,6
18,2020-04-08T16:55:00Z,4,4,7,3,0,5
18,2020-04-08T17:05:00Z,0,2,4,10,0,5
18,2020-04-08T17:15:00Z,5,13,7,11,2,10
18,2020-04-08T17:20:00Z,0,14,10,5,0,11
18,2020-04-08T17:25:00Z,4,10,19,14,0,15
18,2020-04-08T17:35:00Z,4,6,14,8,0,13
18,2020-04-08T17:55:00Z,4,3,7,4,0,5
18,2020-04-08T18:05:00Z,0,8,2,8,0,8
18,2020-04-08T18:10:00Z,0,1,6,9,0,10
18,2020-04-08T18:15:00Z,0,7,9,10,0,8
18,2020-04-08T18:20:00Z,0,19,11,14,0,7
18,2020-04-08T18:25:00Z,5,12,15,7,0,15
18,2020-04-08T18:30:00Z,0,10,10,3,0,10
18,2020-04-08T18:50:00Z,1,4,7,5,0,7
18,2020-04-08T18:55:00Z,0,0,10,9,0,0
18,2020-04-08T19:00:00Z,3,13,7,9,8,9
18,2020-04-08T19:10:00Z,4,2,7,4,0,5
18,2020-04-08T19:40:00Z,0,2,1,1,0,5
18,2020-04-08T20:00:00Z,3,3,9,3,0,4
18,2020-04-08T20:40:00Z,0,10,4,3,0,9
18,2020-04-08T20:50:00Z,0,16,12,12,0,13
18,2020-04-08T20:55:00Z,0,10,10,10,0,10
18,2020-04-08T21:20:00Z,1,6,7,1,0,1
18,2020-04-08T21:55:00Z,0,10,2,0,0,8
18,2020-04-08T22:20:00Z,0,10,7,10,0,1
18,2020-04-08T22:25:00Z,0,1,1,8,0,4
18,2020-04-08T22:35:00Z,0,10,1,3,0,9
18,2020-04-08T23:10:00Z,0,2,2,6,0,10
18,2020-04-08T23:35:00Z,0,8,6,10,0,7
19,2020-04-08T00:05:00Z,0,15,30,31,0,20
19,2020-04-08T00:40:00Z,0,0,0,7,0,0
19,2020-04-08T01:00:00Z,0,2,1,8,0,7
19,2020-04-08T01:05:00Z,0,8,3,5,0,5
19,2020-04-08T01:10:00Z,0,5,0,8,0,2
19,2020-04-08T01:40:00Z,0,8,7,0,0,6
19,2020-04-08T01:45:00Z,1,14,15,13,0,5
19,2020-04-08T02:00:00Z,1,9,5,9,0,0
19,2020-04-08T02:05:00Z,0,4,7,10,0,1
19,2020-04-08T02:15:00Z,0,10,5,1,0,5
19,2020-04-08T03:00:00Z,0,11,20,10,0,14
19,2020-04-08T03:35:00Z,1,1,2,10,0,1
19,2020-04-08T04:00:00Z,0,4,5,0,0,10
19,2020-04-08T04:05:00Z,0,6,9,4,0,9
19,2020-04-08T04:25:00Z,0,1,0,2,0,3
19,2020-04-08T04:40:00Z,0,7,10,7,0,3
19,2020-04-08T05:15:00Z,0,6,7,5,0,6
19,2020-04-08T05:25:00Z,0,0,0,6,0,3
19,2020-04-08T05:30:00Z,1,6,0,0,0,1
19,2020-04-08T06:20:00Z,0,7,9,3,0,7
19,2020-04-08T06:30:00Z,0,9,8,5,0,2
19,2020-04-08T06:35:00Z,1,6,2,8,0,10
19,2020-04-08T06:50:00Z,0,1,7,7,0,5
19,2020-04-08T06:55:00Z,0,10,19,15,0,13
19,2020-04-08T07:10:00Z,0,0,10,8,0,7
19,2020-04-08T07:25:00Z,0,9,3,1,0,3
19,2020-04-08T07:30:00Z,0,7,4,1,0,3
19,2020-04-08T07:50:00Z,0,3,2,8,0,5
19,2020-04-08T08:00:00Z,0,0,0,10,0,0
19,2020-04-08T08:05:00Z,0,13,10,11,0,4
19,2020-04-08T08:35:00Z,4,14,22,21,0,34
19,2020-04-08T08:40:00Z,4,37,61,47,0,65
19,2020-04-08T08:45:00Z,4,15,42,39,8,53
19,2020-04-08T08:50:00Z,5,36,65,65,2,93
19,2020-04-08T08:55:00Z,4,26,45,41,0,70
19,2020-04-08T09:00:00Z,4,40,53,65,0,85
19,2020-04-08T09:05:00Z,4,6,22,24,0,30
19,2020-04-08T09:10:00Z,4,27,47,43,0,58
19,2020-04-08T09:15:00Z,4,16,28,35,0,49
19,2020-04-08T09:20:00Z,4,16,29,31,0,49
19,2020-04-08T09:25:00Z,4,18,23,25,9,35
19,2020-04-08T09:30:00Z,4,22,43,45,0,64
19,2020-04-08T09:35:00Z,5,27,48,47,0,79
19,2020-04-08T09:40:00Z,4,15,32,29,0,45
19,2020-04-08T09:45:00Z,4,26,34,36,0,54
19,2020-04-08T09:50:00Z,4,17,29,24,0,44
19,2020-04-08T09:55:00Z,4,14,20,23,0,24
19,2020-04-08T10:00:00Z,4,20,34,38,0,48
19,2020-04-08T10:05:00Z,4,13,24,19,0,38
19,2020-04-08T10:10:00Z,4,23,32,27,0,37
19,2020-04-08T10:15:00Z,4,8,19,20,0,33
19,2020-04-08T10:20:00Z,5,14,35,36,0,48
19,2020-04-08T10:25:00Z,4,8,12,14,0,19
19,2020-04-08T10:30:00Z,4,14,24,33,0,44
19,2020-04-08T10:35:00Z,5,13,15,18,9,29
19,2020-04-08T10:40:00Z,3,13,26,23,0,35
19,2020-04-08T10:45:00Z,4,14,29,28,0,44
19,2020-04-08T10:50:00Z,3,19,26,31,0,45
19,2020-04-08T10:55:00Z,4,17,33,26,0,53
19,2020-04-08T11:00:00Z,3,8,17,17,1,23
19,2020-04-08T11:05:00Z,4,12,19,23,0,31
19,2020-04-08T11:10:00Z,4,9,24,21,0,31
19,2020-04-08T11:15:00Z,3,8,10,15,0,14
19,2020-04-08T11:20:00Z,4,14,21,19,0,30
19,2020-04-08T11:25:00Z,5,14,23,23,0,35
19,2020-04-08T11:30:00Z,4,10,20,21,5,38
19,2020-04-08T11:35:00Z,3,6,10,9,0,14
19,2020-04-08T11:40:00Z,4,5,12,12,0,17
19,2020-04-08T11:45:00Z,3,4,14,18,0,17
19,2020-04-08T11:50:00Z,4,7,15,16,0,18
19,2020-04-08T11:55:00Z,4,6,19,19,0,31
19,2020-04-08T12:00:00Z,0,2,4,1,0,2
19,2020-04-08T12:05:00Z,4,7,11,8,0,13
19,2020-04-08T12:10:00Z,3,4,12,8,0,18
19,2020-04-08T12:15:00Z,3,5,8,9,0,14
19,2020-04-08T12:20:00Z,4,15,30,23,10,35
19,2020-04-08T12:25:00Z,4,7,12,7,0,16
19,2020-04-08T12:30:00Z,3,8,11,15,0,13
19,2020-04-08T12:35:00Z,2,4,9,9,0,10
19,2020-04-08T12:40:00Z,4,6,8,8,0,11
19,2020-04-08T12:45:00Z,4,3,11,11,10,15
19,2020-04-08T12:50:00Z,4,1,3,4,0,7
19,2020-04-08T12:55:00Z,1,7,10,8,0,6
19,2020-04-08T13:00:00Z,4,3,3,4,0,6
19,2020-04-08T13:05:00Z,1,5,13,7,0,7
19,2020-04-08T13:10:00Z,0,14,17,15,0,4
19,2020-04-08T13:15:00Z,2,5,7,8,0,11
19,2020-04-08T13:20:00Z,-0,2,4,4,0,6
19,2020-04-08T13:30:00Z,5,12,9,18,0,19
19,2020-04-08T13:35:00Z,3,9,10,11,0,12
19,2020-04-08T13:40:00Z,3,0,2,4,0,7
19,2020-04-08T13:45:00Z,4,5,6,5,0,7
19,2020-04-08T13:50:00Z,2,3,7,6,0,6
19,2020-04-08T13:55:00Z,4,2,5,3,0,6
19,2020-04-08T14:00:00Z,0,7,8,5,0,8
19,2020-04-08T14:05:00Z,3,1,1,3,0,5
19,2020-04-08T14:10:00Z,4,4,4,4,0,8
19,2020-04-08T14:20:00Z,4,5,7,6,0,13
19,2020-04-08T14:25:00Z,3,0,3,4,0,6
19,2020-04-08T14:30:00Z,3,2,6,4,0,6
19,2020-04-08T14:35:00Z,2,1,4,3,0,7
19,2020-04-08T14:40:00Z,0,8,3,10,0,7
19,2020-04-08T14:45:00Z,1,10,10,11,0,13
19,2020-04-08T15:10:00Z,1,1,2,1,0,2
19,2020-04-08T15:15:00Z,0,1,7,8,0,4
19,2020-04-08T15:20:00Z,0,7,6,10,0,9
19,2020-04-08T15:25:00Z,3,1,3,1,0,3
19,2020-04-08T15:30:00Z,0,10,10,5,0,6
19,2020-04-08T15:35:00Z,0,1,1,2,0,2
19,2020-04-08T15:40:00Z,4,2,1,2,0,3
19,2020-04-08T15:45:00Z,2,5,3,8,0,12
19,2020-04-08T16:10:00Z,3,4,7,10,0,6
